x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,letra
0.0,0.0,-0.06131601333618164,-0.007793307304382324,-0.12347245216369629,-0.06987237930297852,-0.1627686619758606,-0.12995851039886475,-0.18144279718399048,-0.1725504994392395,-0.10227251052856445,-0.14515089988708496,-0.09852242469787598,-0.20236331224441528,-0.08218955993652344,-0.14285951852798462,-0.08088529109954834,-0.11259990930557251,-0.06262427568435669,-0.15534579753875732,-0.05723041296005249,-0.20009875297546387,-0.04406118392944336,-0.1292184591293335,-0.0502324104309082,-0.11465227603912354,-0.026606500148773193,-0.15802013874053955,-0.020413339138031006,-0.19546931982040405,-0.012592494487762451,-0.13282173871994019,-0.020020246505737305,-0.11781948804855347,0.00884401798248291,-0.15651369094848633,0.012584805488586426,-0.19166189432144165,0.016204535961151123,-0.14634191989898682,0.010001659393310547,-0.12765604257583618,A
0.0,0.0,-0.05812138319015503,-0.01610112190246582,-0.11910641193389893,-0.07447469234466553,-0.15914565324783325,-0.1351109743118286,-0.18124651908874512,-0.1814711093902588,-0.10037732124328613,-0.15683478116989136,-0.09437888860702515,-0.2107730507850647,-0.08124172687530518,-0.15138983726501465,-0.08373802900314331,-0.12771129608154297,-0.05986154079437256,-0.1647787094116211,-0.05118018388748169,-0.20645219087600708,-0.041799068450927734,-0.1339460015296936,-0.05456852912902832,-0.1279318928718567,-0.022073090076446533,-0.1658526062965393,-0.013146519660949707,-0.20087343454360962,-0.008189022541046143,-0.137148916721344,-0.020166993141174316,-0.12892156839370728,0.013559520244598389,-0.16290241479873657,0.017936110496520996,-0.1964983344078064,0.019583165645599365,-0.1507243514060974,0.012831449508666992,-0.13664358854293823,A
0.0,0.0,-0.058839261531829834,-0.013403356075286865,-0.12298613786697388,-0.07451212406158447,-0.16298484802246094,-0.13802111148834229,-0.18459069728851318,-0.18563097715377808,-0.10388267040252686,-0.15558302402496338,-0.0985560417175293,-0.21280896663665771,-0.08434426784515381,-0.151874840259552,-0.08579689264297485,-0.12737292051315308,-0.06313663721084595,-0.16349726915359497,-0.05656319856643677,-0.2070123553276062,-0.04633826017379761,-0.1342872977256775,-0.057499706745147705,-0.12787997722625732,-0.0260164737701416,-0.16466408967971802,-0.018825948238372803,-0.20135188102722168,-0.012951374053955078,-0.13625025749206543,-0.02327972650527954,-0.12699174880981445,0.009815394878387451,-0.16279810667037964,0.013637244701385498,-0.19820088148117065,0.015942633152008057,-0.1496642827987671,0.00962531566619873,-0.1334879994392395,A
0.0,0.0,-0.05854213237762451,-0.01868760585784912,-0.11992758512496948,-0.07837170362472534,-0.1595655083656311,-0.139518141746521,-0.18168562650680542,-0.18788886070251465,-0.10158127546310425,-0.1582537293434143,-0.09427887201309204,-0.21296793222427368,-0.07874369621276855,-0.1501370072364807,-0.08193838596343994,-0.12966537475585938,-0.05973154306411743,-0.16552263498306274,-0.05120587348937988,-0.2086249589920044,-0.04129147529602051,-0.13238626718521118,-0.05484366416931152,-0.13082098960876465,-0.02146148681640625,-0.16650569438934326,-0.012772321701049805,-0.20531636476516724,-0.008374512195587158,-0.1391560435295105,-0.02050328254699707,-0.13373082876205444,0.014814972877502441,-0.16382640600204468,0.02016979455947876,-0.1993526816368103,0.02107703685760498,-0.15123391151428223,0.013316512107849121,-0.1365807056427002,A
0.0,0.0,-0.05837452411651611,-0.017127275466918945,-0.12103927135467529,-0.07752156257629395,-0.1611378788948059,-0.1397693157196045,-0.18471449613571167,-0.187610924243927,-0.10596650838851929,-0.15856558084487915,-0.09663921594619751,-0.21139299869537354,-0.08100861310958862,-0.14980506896972656,-0.08586728572845459,-0.13154911994934082,-0.06386387348175049,-0.16717547178268433,-0.05531167984008789,-0.2089250087738037,-0.044445693492889404,-0.13488566875457764,-0.05796504020690918,-0.1335403323173523,-0.025214970111846924,-0.16826194524765015,-0.016056478023529053,-0.20343118906021118,-0.010450124740600586,-0.13778060674667358,-0.0229988694190979,-0.1334800124168396,0.012127459049224854,-0.16647887229919434,0.018422484397888184,-0.1988702416419983,0.019893884658813477,-0.15027391910552979,0.011617660522460938,-0.13769876956939697,A
0.0,0.0,-0.05916786193847656,-0.01465517282485962,-0.12109214067459106,-0.07536071538925171,-0.16081315279006958,-0.13843119144439697,-0.18447595834732056,-0.18567276000976562,-0.1041785478591919,-0.1560261845588684,-0.0988810658454895,-0.2122427225112915,-0.08292829990386963,-0.15231192111968994,-0.08401334285736084,-0.12762314081192017,-0.06258410215377808,-0.16507530212402344,-0.05675262212753296,-0.2093227505683899,-0.04417961835861206,-0.13818097114562988,-0.05517703294754028,-0.1307808756828308,-0.024576663970947266,-0.16588455438613892,-0.017428100109100342,-0.2022438645362854,-0.010426759719848633,-0.13909417390823364,-0.022052109241485596,-0.13015621900558472,0.012204468250274658,-0.16367262601852417,0.016205549240112305,-0.19861268997192383,0.018888652324676514,-0.15200448036193848,0.011263430118560791,-0.13727235794067383,A
0.0,0.0,-0.06036430597305298,-0.016736149787902832,-0.12316668033599854,-0.07816958427429199,-0.16345727443695068,-0.14011025428771973,-0.186431884765625,-0.18706858158111572,-0.10723048448562622,-0.15713471174240112,-0.09884929656982422,-0.21169638633728027,-0.0832013487815857,-0.14986157417297363,-0.08684718608856201,-0.12980049848556519,-0.06474488973617554,-0.16496896743774414,-0.056661367416381836,-0.20874440670013428,-0.04533177614212036,-0.13464605808258057,-0.057982683181762695,-0.1319674849510193,-0.025693178176879883,-0.16605603694915771,-0.017049729824066162,-0.20190244913101196,-0.011552691459655762,-0.13568300008773804,-0.023759901523590088,-0.12949806451797485,0.011539041996002197,-0.16454023122787476,0.016215384006500244,-0.1975463628768921,0.017883896827697754,-0.14912831783294678,0.010203003883361816,-0.1360088586807251,A
0.0,0.0,-0.06144750118255615,-0.018199920654296875,-0.12325960397720337,-0.0748332142829895,-0.16393345594406128,-0.1365734338760376,-0.1853054165840149,-0.1844167709350586,-0.10261094570159912,-0.15479785203933716,-0.09916871786117554,-0.21149009466171265,-0.08360350131988525,-0.15179532766342163,-0.0847618579864502,-0.12833631038665771,-0.06122243404388428,-0.16183453798294067,-0.055643320083618164,-0.20535552501678467,-0.04480385780334473,-0.1320691704750061,-0.05698049068450928,-0.1290714144706726,-0.023702561855316162,-0.16284292936325073,-0.017071545124053955,-0.20058947801589966,-0.012412548065185547,-0.13549351692199707,-0.02441263198852539,-0.12855058908462524,0.012047767639160156,-0.161105215549469,0.017714381217956543,-0.19668281078338623,0.01793879270553589,-0.14953255653381348,0.009705305099487305,-0.13422465324401855,A
0.0,0.0,-0.05775493383407593,-0.01743406057357788,-0.12004673480987549,-0.07731407880783081,-0.1606767773628235,-0.14192986488342285,-0.18421119451522827,-0.1906282901763916,-0.10246533155441284,-0.15873771905899048,-0.09728145599365234,-0.2153833508491516,-0.08112466335296631,-0.15296423435211182,-0.0844048261642456,-0.13290953636169434,-0.06118649244308472,-0.16655701398849487,-0.055702388286590576,-0.21219199895858765,-0.04362690448760986,-0.13591527938842773,-0.05680936574935913,-0.13729488849639893,-0.02279716730117798,-0.16809606552124023,-0.015767574310302734,-0.20474129915237427,-0.010098457336425781,-0.13853764533996582,-0.02259582281112671,-0.1368895173072815,0.014067232608795166,-0.16736143827438354,0.01806938648223877,-0.20140302181243896,0.019971847534179688,-0.15434014797210693,0.013641417026519775,-0.14333975315093994,A
0.0,0.0,-0.05994004011154175,-0.01824343204498291,-0.12483549118041992,-0.08337360620498657,-0.1651594638824463,-0.1467495560646057,-0.18745803833007812,-0.19393926858901978,-0.10796576738357544,-0.16003453731536865,-0.10061240196228027,-0.21828186511993408,-0.08395582437515259,-0.1552135944366455,-0.08791917562484741,-0.1353398561477661,-0.0657036304473877,-0.1683099865913391,-0.05811113119125366,-0.2152990698814392,-0.04636138677597046,-0.13906192779541016,-0.06072205305099487,-0.13836455345153809,-0.026776790618896484,-0.16985023021697998,-0.01864039897918701,-0.2080361247062683,-0.012942373752593994,-0.14103233814239502,-0.025751948356628418,-0.13642674684524536,0.010641098022460938,-0.16888773441314697,0.015817463397979736,-0.20393240451812744,0.017536163330078125,-0.15582025051116943,0.0099717378616333,-0.14249956607818604,A
