x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,letra
0.7871546745300293,0.7998567819595337,0.7188857197761536,0.7666295766830444,0.6575863361358643,0.684410572052002,0.6284659504890442,0.604544460773468,0.6237557530403137,0.5346150398254395,0.687439501285553,0.5602856278419495,0.6816729307174683,0.47070032358169556,0.6789286732673645,0.4938746392726898,0.6803202629089355,0.5368315577507019,0.7394897937774658,0.5512369871139526,0.7359623908996582,0.4657052159309387,0.7333644032478333,0.525681734085083,0.7325825095176697,0.5803493857383728,0.7931898832321167,0.5621616244316101,0.7897275686264038,0.4898853302001953,0.7831405997276306,0.5526431202888489,0.776908814907074,0.6032411456108093,0.8468412160873413,0.590857982635498,0.8442946672439575,0.5427062511444092,0.834479033946991,0.5858133435249329,0.8266603946685791,0.622803270816803,A
0.7916854023933411,0.7954174876213074,0.7198345065116882,0.7672228813171387,0.6575132012367249,0.6840021014213562,0.6261734366416931,0.601902961730957,0.617637574672699,0.5292320251464844,0.6899492740631104,0.5542895197868347,0.6812966465950012,0.4678884446620941,0.6798268556594849,0.5027933716773987,0.6844993233680725,0.5538809299468994,0.7406193017959595,0.5404647588729858,0.7326430082321167,0.44845473766326904,0.7282975912094116,0.5105790495872498,0.7305511236190796,0.5717598795890808,0.7908850312232971,0.5463213920593262,0.78277188539505,0.4736754298210144,0.7757872939109802,0.5423980355262756,0.7754393815994263,0.5988299250602722,0.8401743173599243,0.569746196269989,0.8286534547805786,0.5190188884735107,0.8173254132270813,0.5678873658180237,0.8154861927032471,0.6116127967834473,A
0.7679039239883423,0.7371706366539001,0.6880311965942383,0.6833964586257935,0.6304175853729248,0.6003996729850769,0.603478729724884,0.5254813432693481,0.5863308310508728,0.46320730447769165,0.6765065789222717,0.5097846984863281,0.6656566858291626,0.4466635584831238,0.6590861678123474,0.40913572907447815,0.6536487340927124,0.37068140506744385,0.721162736415863,0.4968239665031433,0.7117279767990112,0.4293319582939148,0.7036184668540955,0.3930770754814148,0.6966954469680786,0.3549347519874573,0.7641949653625488,0.5000280737876892,0.7590712904930115,0.43470498919487,0.753065824508667,0.4051700532436371,0.7458252310752869,0.3723595142364502,0.8089368939399719,0.5169823169708252,0.8054760694503784,0.4585613012313843,0.8002443313598633,0.43772026896476746,0.7931234240531921,0.41695350408554077,A
0.7649574875831604,0.7063829898834229,0.6898995637893677,0.6780548691749573,0.631024956703186,0.597547173500061,0.6047235131263733,0.5254347920417786,0.5885904431343079,0.4665457606315613,0.6743249297142029,0.5147317051887512,0.6618008613586426,0.4480110704898834,0.6591899394989014,0.4067361354827881,0.6592440605163574,0.37040072679519653,0.7199012041091919,0.4957607388496399,0.7086483240127563,0.42250263690948486,0.7033125758171082,0.3824812173843384,0.69980388879776,0.34576642513275146,0.7638245820999146,0.49457883834838867,0.7557322382926941,0.4181498885154724,0.7517799735069275,0.3868953287601471,0.7483604550361633,0.3566162586212158,0.8070792555809021,0.5069314241409302,0.8021988868713379,0.4435994327068329,0.7990861535072327,0.42507269978523254,0.7952239513397217,0.41155001521110535,A
0.7318310141563416,0.6639683842658997,0.654305636882782,0.6080615520477295,0.5963650345802307,0.5243746042251587,0.5666545629501343,0.44742733240127563,0.541583240032196,0.38953977823257446,0.6508702039718628,0.4944116175174713,0.6391445398330688,0.41998496651649475,0.6335420608520508,0.3695225715637207,0.6273244619369507,0.32182690501213074,0.6933082342147827,0.482388436794281,0.6886304020881653,0.40898042917251587,0.6837738752365112,0.35398584604263306,0.6793107986450195,0.30207186937332153,0.7336340546607971,0.4801241457462311,0.732334315776825,0.41055575013160706,0.7296345233917236,0.35880738496780396,0.7261632680892944,0.31311506032943726,0.774559736251831,0.48705509305000305,0.7735756039619446,0.4232628047466278,0.7720290422439575,0.3794534206390381,0.7694516777992249,0.3408893346786499,A
0.7048557996749878,0.6154595017433167,0.6274088025093079,0.5575649738311768,0.5739647150039673,0.47774505615234375,0.5465483069419861,0.40735310316085815,0.5231264233589172,0.35468074679374695,0.6312008500099182,0.4502502977848053,0.6162246465682983,0.375325471162796,0.6092026233673096,0.3231511116027832,0.601847231388092,0.27562469244003296,0.6720460057258606,0.4342259466648102,0.6655439138412476,0.3613801598548889,0.6600080132484436,0.30411869287490845,0.6557414531707764,0.2517317831516266,0.7116685509681702,0.4264358580112457,0.7080539464950562,0.3544772267341614,0.7040584087371826,0.2970896363258362,0.7001445889472961,0.24871081113815308,0.7513356804847717,0.42911496758461,0.7490355372428894,0.3612009882926941,0.7469501495361328,0.3141753077507019,0.744809091091156,0.2741299867630005,A
0.6983614563941956,0.581775963306427,0.6213529706001282,0.5419920682907104,0.5668275356292725,0.45756295323371887,0.537884533405304,0.38543057441711426,0.5128436088562012,0.32761916518211365,0.6180016398429871,0.39307069778442383,0.6091667413711548,0.32343968749046326,0.6050555109977722,0.2772689163684845,0.6009341478347778,0.23917436599731445,0.6619844436645508,0.3808811604976654,0.6551922559738159,0.31226134300231934,0.6525250673294067,0.2684149146080017,0.650941789150238,0.23222537338733673,0.7047396898269653,0.3819390535354614,0.6992030739784241,0.31155213713645935,0.6984737515449524,0.270646333694458,0.6963609457015991,0.23529048264026642,0.7476317286491394,0.3944217562675476,0.7429893016815186,0.3312428593635559,0.742974042892456,0.2987743020057678,0.7414671182632446,0.2736852765083313,A
0.6865318417549133,0.5265282392501831,0.6020849347114563,0.48893243074417114,0.5471347570419312,0.4034896194934845,0.5174047350883484,0.3275192379951477,0.48697394132614136,0.27376919984817505,0.5911603569984436,0.3247467875480652,0.5883097052574158,0.24927900731563568,0.5846753716468811,0.22250325977802277,0.5814639925956726,0.20724672079086304,0.6364781856536865,0.3092540204524994,0.6297651529312134,0.22459672391414642,0.629794716835022,0.2516026496887207,0.6337727308273315,0.2779519557952881,0.6828255653381348,0.30392295122146606,0.6791393756866455,0.2226623147726059,0.6746954917907715,0.2592847943305969,0.6736089587211609,0.29262280464172363,0.7288220524787903,0.3115466833114624,0.7247855067253113,0.2370966225862503,0.7152385711669922,0.2626035213470459,0.7120174169540405,0.297044962644577,A
0.6799287796020508,0.5021004676818848,0.6015992760658264,0.4831768572330475,0.5442334413528442,0.3999827802181244,0.5128012895584106,0.32013562321662903,0.4807043671607971,0.26321539282798767,0.5851650834083557,0.28151702880859375,0.5822662115097046,0.19683176279067993,0.5846006274223328,0.20925092697143555,0.5866550803184509,0.2401401698589325,0.6341888904571533,0.26663723587989807,0.6279914975166321,0.17392301559448242,0.6302316188812256,0.2513274550437927,0.6332491636276245,0.3041751980781555,0.6819782853126526,0.26791757345199585,0.6802199482917786,0.18136143684387207,0.6751295328140259,0.25844526290893555,0.6722583174705505,0.30939364433288574,0.7294511795043945,0.2846982777118683,0.7268821597099304,0.21255642175674438,0.716923177242279,0.26434171199798584,0.710576593875885,0.3059743344783783,A
0.6742607355117798,0.50046706199646,0.5924628376960754,0.4682590067386627,0.5367940068244934,0.3782719075679779,0.5045598149299622,0.29853925108909607,0.46995171904563904,0.2485513687133789,0.581321656703949,0.2687385082244873,0.569507360458374,0.16539554297924042,0.5797476172447205,0.2341795563697815,0.5876230597496033,0.28886711597442627,0.6278554797172546,0.25737816095352173,0.615866482257843,0.15962447226047516,0.6211866140365601,0.25234049558639526,0.6292480826377869,0.30205702781677246,0.6738377213478088,0.25975871086120605,0.667248010635376,0.16496916115283966,0.662649393081665,0.25431156158447266,0.6648913621902466,0.30721360445022583,0.7218731641769409,0.2745766341686249,0.7179113030433655,0.19636234641075134,0.7035508751869202,0.2530454397201538,0.6981508731842041,0.2981681823730469,A
